Id|ExportNaarOrafin|Naam|VerantwoordelijkeAutoriteitCode|status uit ipdc
DVR000002049|False|Zorgtariefpas||actief
DVR000002050|False|Tussenkomst eerste maand huishuur||actief
DVR000002051|False|Financiële tussenkomst voor de aanpassing van de woning van ouderen en personen met een handicap||actief
DVR000002052|False|Arbeidstrajectbegeleiding||actief
DVR000002053|False|Atelierwerking||actief
DVR000002054|False|Openbare computerruimten||actief
DVR000002055|False|Gebruiken van computerklassen||actief
DVR000002056|False|Gebruik van een fuifruimte||actief
DVR000002057|False|Schoollokalen huren buiten de schooluren||actief
DVR000002058|False|Infrastructuur en materiaal gebruiken voor sociaal-culturele activiteiten||actief
DVR000002059|False|Jeugdcentrum gebruiken voor jongerenactiviteiten||actief
DVR000002060|False|Kookinfrastructuur gebruiken||actief
DVR000002061|False|Uitlenen van evenementenmateriaal||actief
DVR000002062|False|Gebruiken van een polyvalente ruimte||actief
DVR000002063|False|Gebruiken van een repetitieruimte||actief
DVR000002064|False|Gebruiken van een speelterrein||actief
DVR000002065|False|Gebruik van sportinfrastructuur||actief
DVR000002066|False|Gebruiken van studieruimten||actief
DVR000002067|False|Gebruiken van een theaterinfrastructuur||actief
DVR000002068|False|Bibliotheekvoorzieningen voor personen met een beperking||actief
DVR000002069|False|Boekenuitleendienst aan huis||actief
DVR000002070|False|Boodschappendienst||actief
DVR000002071|False|Budgetbegeleiding||actief
DVR000002072|False|Budgetbeheer||actief
DVR000002073|False|Buitenschoolse kinderopvang||actief
DVR000002074|False|Crisisopvang||actief
DVR000002075|False|Cultuurkorting voor studenten||actief
DVR000002076|False|Dienst aangepast vervoer voor minder mobiele personen||actief
DVR000002077|False|Doorgangswoning, transitwoning of noodwoning||actief
DVR000002078|False|Financiële tussenkomst bij het betalen van uw energiefacturen||actief
DVR000002079|False|Financiële tussenkomst bij hospitalisatiekosten||actief
DVR000002080|False|Financiële tussenkomst voor deelname van kinderen en jongeren aan het georganiseerde vrijetijdsaanbod||actief
DVR000002081|False|Aanvragen van een gidsbeurt||actief
DVR000002082|False|Grabbelpas||actief
DVR000002083|False|Gratis bonnen voor tweedehandsaankopen||actief
DVR000002084|False|Gratis vuilniszakken||actief
DVR000002085|False|Huistaakbegeleiding||actief
DVR000002086|False|Gemeentelijke financiële tussenkomst in de huurkosten||actief
DVR000002087|False|Financiële tussenkomst in de huurwaarborg||actief
DVR000002088|False|Financiële tegemoetkoming voor jeugdactiviteiten||actief
DVR000002089|False|Kopie van een archiefdocument||actief
DVR000002090|False|Cultuurkaart||actief
DVR000002091|False|Mantelzorgpremie||actief
DVR000002092|False|Financiële tussenkomst in mutualiteitsbijdragen||actief
DVR000002093|False|Nieuwjaarsgeschenk voor chronisch zieken of personen met een handicap||actief
DVR000002094|False|Ter beschikking stellen van een palliatieve kamer||actief
DVR000002095|False|Aanvragen van een parkeerplaats voor personen met een handicap||actief
DVR000002096|False|Gemeentelijke premie voor het opstarten van een kinderdagverblijf||actief
DVR000002097|False|Projectsubsidie cultuur||actief
DVR000002098|False|Psychosociale hulp||actief
DVR000002099|False|Archiefdocumenten raadplegen||actief
DVR000002100|False|Borgstelling voor een woonzorgcentrum||actief
DVR000002101|False|Financiële tussenkomst in de schoolkosten||actief
DVR000002102|False|Schuldbemiddeling||actief
DVR000002103|False|Vermindering op de huisvuilbelasting||actief
DVR000002104|False|Sportkorting voor studenten||actief
DVR000002105|False|Strijkatelier of strijkwinkel||actief
DVR000002106|False|Subsidie voor het aankopen van groot materiaal voor jeugdwerk||actief
DVR000002107|False|Subsidie voor het bevorderen van diversiteit in sport, cultuur en jeugd||actief
DVR000002108|False|Gemeentelijke subsidie voor erfgoedverenigingen||actief
DVR000002109|False|Gemeentelijke subsidie voor investeringen in infrastructuur in het jeugdwerk||actief
DVR000002110|False|Subsidie ouderbetrokkenheid bij school||actief
DVR000002111|False|Subsidie voor het organiseren van sportevenementen||actief
DVR000002112|False|Thuisopvang voor zieke kinderen||actief
DVR000002113|False|Tussenkomst voor haarverzorging||actief
DVR000002114|False|Thuiszorg - Huishoudelijke hulp||actief
DVR000002115|False|Maaltijdbedeling aan huis||actief
DVR000002116|False|Thuiszorg - Oppasdienst||actief
DVR000002117|False|Persoonsverzorging||actief
DVR000002118|False|Voetverzorging||actief
DVR000002119|False|Toelage voor instellingen voor personen met een handicap||actief
DVR000002120|False|Gemeentelijke premie voor de opvang van personen met een handicap||actief
DVR000002121|False|Tussenkomst in farmaceutische en (para-) medische kosten||actief
DVR000002122|False|Tussenkomst in de taxikosten||actief
DVR000002123|False|Tweedehandskledij||actief
DVR000002124|False|Ontlenen van boeken, cd's, dvd's en ander bibliotheekmateriaal||actief
DVR000002125|False|Ontlenen van materiaal voor jeugdactiviteiten en jeugdwerk||actief
DVR000002126|False|Financiële tussenkomst voor een verblijf in een woonzorgcentrum||actief
DVR000002127|False|Vervoer minder mobiele personen||actief
DVR000002128|False|Voedselpakketten||actief
DVR000002129|False|Gemeentelijke premie voorhuwelijkssparen||actief
DVR000002130|False|Voorschotten op sociale uitkeringen||actief
DVR000002131|False|Financiële tussenkomst voor waterverbruik||actief
DVR000002132|False|Erkenning als verdeler van officiële afvalzakken||actief
DVR000002133|False|Leefloon|OVO027345|actief
DVR000002134|False|Noodoproepen|OVO027254|actief
DVR000002135|False|Overlevingspensioen|OVO024764|actief
DVR000002136|False|Huwelijk|OVO027233|actief
DVR000002137|False|Wettelijk samenwonen|OVO027233|actief
DVR000002138|False|Buitenlandse huwelijksakte erkennen en overschrijven|OVO024762|actief
DVR000002139|False|Collectieve schuldenregeling|OVO003988|actief
DVR000002140|False|Kids-ID: Elektronisch identiteitsdocument voor kinderen onder de 12 jaar|OVO027249|actief
DVR000002141|False|Elektronische identiteitskaart (eID)|OVO027249|actief
DVR000002142|False|Nietig verklaren van een huwelijk|OVO003988|actief
DVR000002143|False|Internationaal rijbewijs|OVO004067|actief
DVR000002144|False|Federaal token|OVO025178|actief
DVR000002145|False|Een kind erkennen|OVO003988|actief
DVR000002146|False|Geboorteaangifte|OVO003988|actief
DVR000002147|False|Orgaandonatie|OVO008238|actief
DVR000002148|False|Overlijdensaangifte|OVO027233|actief
DVR000002149|False|Parkeerkaart voor personen met een handicap|OVO027282|actief
DVR000002150|False|Wilsverklaring inzake euthanasie|OVO008238|actief
DVR000002151|False|Huwelijksaangifte|OVO027233|actief
DVR000002152|False|Fiets huren||actief
DVR000002153|False|Premie voor superisolerend glas||actief
DVR000002154|False|Bewonerskaart|OVO027233|actief
DVR000002155|False|Jachtverlof en jachtvergunning|OVO000089|actief
DVR000002156|False|Visverlof|OVO000089|actief
DVR000002157|False|Verplichte keuring van uw privériolering voor afvoer van afval- of regenwater|OVO000092|actief
DVR000002158|False|Vrijstelling of vermindering van inschrijvingsgeld in het volwassenenonderwijs|OVO000049|actief
DVR000002159|False|Een diploma secundair onderwijs behalen via het secundair volwassenenonderwijs (vroeger tweedekansonderwijs)|OVO000049|actief
DVR000002160|False|Begeleiding van inburgeraars (het Inburgeringstraject)|OVO001846|actief
DVR000002161|False|Verplichte keuring van de waterleidingen bij nieuwbouw en renovatie|OVO000111|actief
DVR000002162|False|Erkenning van een wildbeheereenheid|OVO000089|actief
DVR000002163|False|Premie voor het behalen van een diploma secundair onderwijs via het volwassenenonderwijs|OVO001951|actief
DVR000002164|False|Verhoogde vermindering van de onroerende voorheffing voor bescheiden woning|OVO000031|actief
DVR000002165|False|Eurovignet voor vrachtwagens||actief
DVR000002166|False|Ophalen GFT||actief
DVR000002167|False|Erkenning van mestvoerders|OVO000094|actief
DVR000002168|False|Registratie van verzenders van meststoffen|OVO000094|actief
DVR000002169|False|Aangifte bij de Mestbank|OVO000094|actief
DVR000002170|False|Subsidies in het kader van cultuurkuur en dynamo3|OVO000049|actief
DVR000002171|False|Startbanenproject 'Scholen voor Jongeren - Jongeren voor Scholen' voor een positief schoolklimaat|OVO000050|actief
DVR000002172|False|Lerarenkaart|OVO000049|actief
DVR000002173|False|Startbanenproject Verkeersveiligheid voor veiliger woon-schoolverkeer|OVO000050|actief
DVR000002174|False|Bevolkingsonderzoek bij pasgeborenen naar aangeboren aandoeningen via een bloedonderzoek|OVO000059|actief
DVR000002175|False|Erasmus uitwisselingsprogramma en Erasmusbeurs om in het buitenland te studeren|OVO004097|actief
DVR000002176|False|Aanvraag tot onderzoek van het binnenmilieu in een woning of openbaar gebouw|OVO000059|actief
DVR000002177|False|Energieprestatiecertificaat voor een publiek gebouw|OVO000090|actief
DVR000002178|False|Jaarlijkse verkeersbelasting voor aan te geven voertuigen|OVO027269|actief
DVR000002179|False|Erkenning van bedrijfsgezondheidsdiensten|OVO000059|actief
DVR000002180|False|Gratis controle van putwater bij eigen grondwaterwinning|OVO000092|actief
DVR000002181|False|Individuele Beroepsopleiding (IBO) voor werkzoekenden|OVO000078|actief
DVR000002182|False|Ontheffing van loodsplicht voor kleine zeeschepen|OVO000097|actief
DVR000002183|False|Jaarlijkse verkeersbelasting voor personenwagens en aanverwante voertuigen|OVO027269|actief
DVR000002184|False|Onroerende voorheffing|OVO000031|actief
DVR000002185|False|Heffing op de winning van grondwater|OVO000092|actief
DVR000002186|False|Erkenning als Vlaams ontwikkelingsfonds voor microfinanciering in de ontwikkelingssamenwerking|OVO000032|actief
DVR000002187|False|Vergunning voor watervang|OVO000112|actief
DVR000002188|False|Sociaal tarief en vrijstelling van de heffing op de waterverontreiniging|OVO000092|actief
DVR000002189|False|Omgevingsvergunning voor het wijzigen van kleine landschapselementen of vegetaties|OVO000089|actief
DVR000002190|False|Omnipas 65+|OVO000100|actief
DVR000002191|False|Kaart voor kosteloze begeleider van een persoon met een handicap op het openbaar vervoer|OVO003863|actief
DVR000002192|False|Gratis abonnement van De Lijn voor personen met een handicap|OVO000100|actief
DVR000002193|False|Buzzy Pazz of Omnipas 'Vervoersgarantie' (VG)|OVO000100|actief
DVR000002194|False|Euregio-ticket (dagpas bus en trein gebied Euregio Maas - Rijn)|OVO000100|actief
DVR000002195|False|Gratis abonnement van NMBS en De Lijn voor oorlogsinvaliden en oud-strijders|OVO003863|actief
DVR000002196|False|Attest voor personenvervoer voor eigen rekening|OVO000096|actief
DVR000002197|False|Machtiging voor de tijdelijke vervanging van een voertuig van een taxidienst of verhuurdienst|OVO000096|actief
DVR000002198|False|Vergunning voor het uitbaten van een taxidienst|OVO000096|actief
DVR000002199|False|Vergunning voor de verhuur van voertuigen met bestuurder|OVO000096|actief
DVR000002200|False|Vergunning voor het organiseren van grensoverschrijdend geregeld vervoer|OVO000096|actief
DVR000002201|False|Erkenning en subsidiëring van kunstenaars en professionele kunstenorganisaties|OVO000067|actief
DVR000002202|False|Erkenning en subsidiëring van sportfederaties en organisaties voor sportieve vrijetijdsbesteding|OVO000070|actief
DVR000002203|False|Erkenning en vergunning van een radio-omroep|OVO000071|actief
DVR000002204|False|Praktische ondersteuning voor sportpromotionele evenementen|OVO000070|actief
DVR000002205|False|Subsidiedatabank voor ondernemingen|OVO000039|actief
DVR000002206|False|Aspirantenmandaat|OVO025831|actief
DVR000002207|False|Steun voor kmo's bij toepassing van milieu- en energievriendelijke technologie (PRODEM)|OVO000041|actief
DVR000002208|False|Investering van risicokapitaal in beloftevolle kmo's (Arkimedes)|OVO000044|actief
DVR000002209|False|Investering in een creatieve onderneming (CultuurInvest)|OVO000044|stopgezet
DVR000002210|False|Vergunning of overeenkomst om bijzondere vormen van geregeld vervoer te organiseren|OVO000096|actief
DVR000002211|False|Ontheffing van loodsplicht voor grote zeeschepen|OVO000097|actief
DVR000002212|False|Vergunning voor het privégebruik van waterwegen en hun aanhorigheden|OVO000112|actief
DVR000002213|False|Buzzy Pazz of Omnipas 'Verhoogde Tegemoetkoming' (VT)|OVO000100|actief
DVR000002214|False|Bemiddelaar Grootschalige Vlaamse Infrastructuurprojecten|OVO000096|actief
DVR000002215|False|Subsidies voor duurzaam woon-werkverkeer via het Pendelfonds|OVO000096|actief
DVR000002216|False|Subsidie voor een actieprogramma duurzame mobiliteit van een niet-erkende mobiliteitsvereniging|OVO000096|actief
DVR000002217|False|Doctoraatsbeurs strategisch basisonderzoek|OVO025831|actief
DVR000002218|False|Klinische doctoraatsbeurs|OVO025831|actief
DVR000002219|False|Bijzondere doctoraatsbeurs|OVO025831|actief
DVR000002220|False|Mandaat postdoctoraal onderzoeker|OVO025831|actief
DVR000002221|False|Fundamenteel klinisch mandaat|OVO025831|actief
DVR000002222|False|Krediet voor individuele onderzoeker|OVO025831|actief
DVR000002223|False|Steun voor wetenschappelijke internationale samenwerking en contacten|OVO025831|actief
DVR000002224|False|Waarborgregeling boven 1,5 miljoen euro|OVO000044|actief
DVR000002225|False|Groeifinanciering|OVO000044|stopgezet
DVR000002226|False|Voordelige lening aan bedrijf uit de sociale economie (Sociaal Investeringsfonds)|OVO000044|actief
DVR000002227|False|Een gekend kind adopteren|OVO000376|actief
DVR000002228|False|Een ongekend kind adopteren|OVO000376|actief
DVR000002229|False|Erkenning sociale huisvestingsmaatschappijen|OVO000106|actief
DVR000002230|False|Tegemoetkoming in kosten kinderopvang voor werkzoekenden in opleiding|OVO000078|actief
DVR000002231|False|Tegemoetkoming voor werkgevers die outplacementbegeleiding aanbieden|OVO000078|actief
DVR000002232|False|Stimulanspremie voor werkzoekenden in opleiding|OVO000078|actief
DVR000002233|False|Subsidies voor de omkadering van arbeidszorgmedewerkers|OVO000076|actief
DVR000002234|False|Grafconcessies en concessies voor columbaria en urnenvelden|OVO001835|actief
DVR000002235|False|Erkenning als natuurreservaat|OVO000089|actief
DVR000002236|False|Erkenning als terreinbeherende natuurvereniging|OVO000089|actief
DVR000002237|False|Erkenning en subsidiëring van bosgroepen (verenigingen van boseigenaars)||actief
DVR000002238|False|Erkenning en subsidiëring van integratiecentra|OVO001706|actief
DVR000002239|False|Erkenning en subsidiering van opvangcentra voor vogels en wilde dieren|OVO000089|actief
DVR000002240|False|Erkenning en subsidiëring van de ondersteuningscentra en het overlegcentrum voor etnisch-culturele minderheden|OVO001706|actief
DVR000002241|False|Erkenning als centrum voor het depollueren, ontmantelen en vernietigen van afgedankte voertuigen|OVO000091|actief
DVR000002242|False|Waarborgregeling tot 1,5 miljoen euro|OVO000044|actief
DVR000002243|False|Plaatsing van een jongere in een gemeenschapsinstelling|OVO000058|actief
DVR000002244|False|Verplichte verwarmingsaudit voor cv-installatie die ouder is dan 5 jaar|OVO003323|actief
DVR000002245|False|Premie voor het installeren van een roetfilter in oudere dieselwagens|OVO003323|actief
DVR000002246|False|Erkenning als laboratorium voor afvalstoffen, andere materialen en bodemstalen|OVO000091|actief
DVR000002247|False|Erkenning als uitzendbureau|OVO000076|actief
DVR000002248|False|Erkenning als ARKIV|OVO000044|actief
DVR000002249|False|Erkenning getuigschrift/diploma na leertijd|OVO000079|actief
DVR000002250|False|Erkenning getuigschrift/diploma ondernemersopleiding|OVO000079|actief
DVR000002251|False|Registratie als dienstverlener in het kader van de kmo-portefeuille|OVO000039|actief
DVR000002252|False|Erkenning van testcentra voor het leveren van ervaringsbewijzen|OVO002958|stopgezet
DVR000002253|False|Erkenning van een producent van vegetatief teeltmateriaal van wijnstokken|OVO000082|actief
DVR000002254|False|Afschotplan voor grofwild|OVO000089|actief
DVR000002255|False|Erkenning van lokale geloofsgemeenschappen|OVO001835|actief
DVR000002256|False|Subsidies aan verenigingen voor projecten met een meerwaarde voor natuur en milieu|OVO003323|actief
DVR000002257|False|Milieuheffing voor het storten en verbranden van afvalstoffen|OVO000091|actief
DVR000002258|False|Erkenning van kopers en exploitanten van hout in openbare bossen|OVO000089|actief
DVR000002259|False|Verzekering burgerlijke aansprakelijkheid voor beheerders van bossen en natuurreservaten|OVO000089|actief
DVR000002260|False|Vergoeding voor schade veroorzaakt door wild of door een beschermde diersoort|OVO000089|actief
DVR000002261|False|Compensatieplicht bij ontbossing|OVO000089|actief
DVR000002262|False|Kapmachtiging|OVO000089|actief
DVR000002263|False|Erkenning als bodemsaneringsdeskundige type 1 of type 2|OVO000091|actief
DVR000002264|False|Erkenning of melding en subsidiëring van de verenigingen van gebruikers en mantelzorgers|OVO000059|actief
DVR000002265|False|Subsidie voor een regenwaterput (hemelwaterput)|OVO000092|actief
DVR000002266|False|Toestemming of machtiging voor een activiteit in een bos of natuurreservaat|OVO000089|actief
DVR000002267|False|Verklaring van selectieve sloop of ontmanteling|OVO000091|actief
DVR000002268|False|Toelating tot invoer van dierlijke bijproducten (DBP) vanuit een andere Europese lidstaat|OVO000091|actief
DVR000002269|False|Melden van de overdracht van een risicogrond|OVO000091|actief
DVR000002270|False|Een sociale woning huren bij een sociale huisvestingsmaatschappij|OVO000103|actief
DVR000002271|False|Een sociale woning huren bij een sociaal verhuurkantoor|OVO000103|actief
DVR000002272|False|Verplichte haalbaarheidsstudie naar alternatieve energiesystemen voor grote gebouwen|OVO000090|actief
DVR000002273|False|Beheerovereenkomst tussen de Vlaamse Landmaatschappij en landbouwers|OVO000094|actief
DVR000002274|False|Erkenning van de psychiatrische verzorgingstehuizen|OVO000059|actief
DVR000002275|False|Adviezen inzake de relatie tussen de kwaliteit van het milieu en gezondheid|OVO000059|actief
DVR000002276|False|Vaccins gratis ter beschikking van de vaccinatoren|OVO000059|actief
DVR000002277|False|Vaccinatiekaart|OVO000059|actief
DVR000002278|False|Normen voor ziekenhuizen|OVO000059|actief
DVR000002279|False|Subsidies voor investeringen in welzijns- en gezondheidsvoorzieningen|OVO000056|actief
DVR000002280|False|Overlegplatforms Geestelijke Gezondheidszorg|OVO000059|actief
DVR000002281|False|Subsidiëring van projecten en bijzondere initiatieven inzake Jongerenwelzijn|OVO000058|actief
DVR000002282|False|Heffing op de waterverontreiniging|OVO000092|actief
DVR000002283|False|Voordelige lening voor ondernemingen (Win-winlening)|OVO000044|actief
DVR000002284|False|Subsidie voor de verwarringstechniek in de fruitteelt|OVO000082|actief
DVR000002285|False|Subsidie voor mechanische onkruidbestrijding|OVO000082|actief
DVR000002286|False|Premie voor het behoud van de gespecialiseerde zoogkoeienhouderij|OVO000082|actief
DVR000002287|False|Subsidie voor de bescherming van de genetische diversiteit van rundveerassen|OVO000082|actief
DVR000002288|False|Subsidie voor de bescherming van de genetische diversiteit van schapenrassen|OVO000082|actief
DVR000002289|False|Subsidie voor de bedrijfseigen teelt van plantaardige eiwitbronnen (vlinderbloemigen)|OVO000082|actief
DVR000002290|False|Subsidie voor milieuvriendelijke sierteelt|OVO000082|stopgezet
DVR000002291|False|Subsidie voor de bescherming van de genetische diversiteit van oude rassen hoogstammige fruitbomen|OVO000082|stopgezet
DVR000002292|False|Erkenning en subsidiëring van de instellingen voor schuldbemiddeling|OVO000056|actief
DVR000002293|False|Buzzy Pazz, van 6 tot 24 jaar|OVO000100|actief
DVR000002294|False|Legalisatie van Vlaamse getuigschriften en diploma's|OVO000049|actief
DVR000002295|False|Huur van een betaalbare woning in de Vlaamse rand rond Brussel via Vlabinvest|OVO003297|actief
DVR000002296|False|Subsidie voor ontwikkelingseducatie|OVO000032|actief
DVR000002297|False|Grondstofverklaring voor gebruik van een bepaald materiaal als grondstof|OVO000091|actief
DVR000002298|False|Integraal Milieujaarverslag (IMJV)|OVO000091|actief
DVR000002299|False|Registratie als vervoerder van afvalstoffen|OVO000091|actief
DVR000002300|False|Registratie als inzamelaar, handelaar of makelaar van afvalstoffen|OVO000091|actief
DVR000002301|False|Vermindering van de onroerende voorheffing voor grootoorlogsverminkten|OVO000031|actief
DVR000002302|False|Vergunning voor invoer, uitvoer en doorvoer van strategische goederen|OVO000032|actief
DVR000002303|False|Premie van de netbeheerder voor isolatie van een buitenmuur langs de buitenzijde|OVO000090|actief
DVR000002304|False|Premie van de netbeheerder voor de isolatie van een spouwmuur|OVO000090|actief
DVR000002305|False|Premie van de netbeheerder voor vloerisolatie of kelderisolatie|OVO000090|actief
DVR000002306|False|Premie van de netbeheerder voor een warmtepomp|OVO000090|actief
DVR000002307|False|Kortingbon voor beschermde afnemers bij aankoop van een energiezuinige wasmachine of koelkast|OVO000090|actief
DVR000002308|False|Vrijstelling van de bijdrage voor de zuivering van het afvalwater||actief
DVR000002309|False|Speciale onderwijsleermiddelen voor leerlingen, studenten of cursisten met een handicap|OVO000049|actief
DVR000002310|False|FSC-boscertificaat|OVO000089|actief
DVR000002311|False|Subsidies voor sportevenementen|OVO000070|actief
DVR000002312|False|Overnamesteun voor de jonge landbouwer|OVO000082|actief
DVR000002313|False|Investeringssteun voor land- en tuinbouwers|OVO000082|actief
DVR000002314|False|Investeringssteun aan de agrovoedingssector|OVO000082|actief
DVR000002315|False|Investeringssteun aan de omkaderingssector voor land- en tuinbouw|OVO000082|actief
DVR000002316|False|Omgevingsvergunning voor de exploitatie van ingedeelde inrichtingen of activiteiten|OVO003323|actief
DVR000002317|False|Bodemattest|OVO000091|actief
DVR000002318|False|Erkenning van controleartsen in het kader van dopingbestrijding|OVO000070|actief
DVR000002319|False|Subsidie voor bijzondere journalistiek||actief
DVR000002320|False|Subsidies voor de audiovisuele sector|OVO000175|actief
DVR000002321|False|Subsidies voor de letterensector|OVO000174|actief
DVR000002322|False|Uitwisseling van plannen van ondergrondse kabels en leidingen (Kabel en Leiding Informatieportaal KLIP)|OVO002949|actief
DVR000002323|False|Premie 50+|OVO000078|stopgezet
DVR000002324|False|Planologisch attest|OVO003323|actief
DVR000002325|False|Milieueffectrapport (MER)|OVO003323|actief
DVR000002326|False|Conformiteitsattest voor (huur)woningen|OVO000106|actief
DVR000002327|False|Heffing op de leegstand en verwaarlozing van bedrijfsgebouwen|OVO000031|actief
DVR000002328|False|Erkenning als laboratorium voor de analyse van water, lucht of bodem (deeldomein bodembescherming)|OVO003323|actief
DVR000002329|False|Erkenning als opleidingscentrum brandertechnici of stookolietechnici|OVO003323|actief
DVR000002330|False|Erkenning als milieucoördinator|OVO003323|actief
DVR000002331|False|Erkenning als opleidingscentrum voor de vorming van milieucoördinatoren|OVO003323|actief
DVR000002332|False|Erkenning als veiligheidsrapporteringsdeskundige (VR-deskundige)|OVO003323|actief
DVR000002333|False|Erkenning als milieudeskundige|OVO003323|actief
DVR000002334|False|Certificering van examencentra koeltechniek|OVO003323|actief
DVR000002335|False|Erkenning van technici en bedrijven voor brandbeveiligingsapparatuur|OVO003323|actief
DVR000002336|False|Erkenning als opleidingscentrum voor klimaatregelingssytemen in bepaalde motorvoertuigen|OVO003323|actief
DVR000002337|False|Planbatenheffing, belasting op de meerwaarde van een grond na een bestemmingswijziging|OVO000031|actief
DVR000002338|False|Erkenning als technicus vloeibare brandstof, gasvormige brandstof en verwarmingsaudit|OVO003323|actief
DVR000002339|False|Erkenning als technicus stookolietanks|OVO003323|actief
DVR000002340|False|Certificering van koeltechnici en koeltechnische bedrijven|OVO003323|actief
DVR000002341|False|Meting van straling rond zendantennes|OVO003323|actief
DVR000002342|False|Melding van de intentie tot hennepteelt|OVO000082|actief
DVR000002343|False|Kapitaalschadecompensatie voor eigenaars van landbouwgronden|OVO000094|actief
DVR000002344|False|Gebruikerscompensatie voor landbouwgronden|OVO000094|actief
DVR000002345|False|Identificatie als landbouwer|OVO000082|actief
DVR000002346|False|Stageovereenkomst|OVO000079|actief
DVR000002347|False|Erkenning als ruimtelijke planner|OVO003323|actief
DVR000002348|False|Belasting op de inverkeerstelling (BIV)|OVO000031|actief
DVR000002349|False|Premie van de netbeheerder voor dakisolatie of zoldervloerisolatie in een woning of appartement|OVO000090|actief
DVR000002350|False|Premie van de netbeheerder voor hoogrendementsglas in een woning of appartement|OVO000090|actief
DVR000002351|False|Premie van de netbeheerder voor een condensatieketel (voor beschermde afnemers)|OVO000090|actief
DVR000002352|False|Verkavelingsvergunning|OVO003323|stopgezet
DVR000002353|False|Erkenning tot energiedeskundige type A|OVO000090|actief
DVR000002354|False|Erkenning tot energiedeskundige type C|OVO000090|actief
DVR000002355|False|Erkenning tot energiedeskundige type B|OVO000090|actief
DVR000002356|False|Erkenning van een milieuvriendelijk toeristisch bedrijf (ecolabel De Groene Sleutel)|OVO000034|actief
DVR000002357|False|Erkenning van een kampeerautovriendelijk logies|OVO000034|actief
DVR000002358|False|Vergunning van een reisbureau of toeristisch verhuurkantoor|OVO000034|actief
DVR000002359|False|Stedenbouwkundig attest|OVO003323|actief
DVR000002360|False|Kooprecht voor huurders van een sociale huurwoning|OVO000103|actief
DVR000002361|False|Attest ter vervanging van een verloren diploma of getuigschrift|OVO000049|actief
DVR000002362|False|Arbeidsvergunning|OVO004018|stopgezet
DVR000002363|False|Toegankelijkheidslabel voor toegankelijk logies|OVO000034|actief
DVR000002364|False|Erkenning en vergunning van diensten en voorzieningen die ondersteuning bieden aan personen met een handicap|OVO000060|actief
DVR000002365|False|Erkenning van gidsen en reisleiders|OVO000034|actief
DVR000002366|False|Erkenning van een particuliere televisie-omroep|OVO000071|actief
DVR000002367|False|Budgetmeter|OVO000093|actief
DVR000002368|False|Aanvullende verkeersbelasting voor LPG-installaties|OVO000031|actief
DVR000002369|False|Hulplijn geweld, misbruik en kindermishandeling|OVO000056|actief
DVR000002370|False|Heffing op ongeschikte en onbewoonbare woningen|OVO000031|actief
DVR000002371|False|Erkenning en subsidiëring van de Logo's (Lokaal Gezondheids Overleg)|OVO000059|actief
DVR000002372|False|Erkenning en subsidiëring van amateurkunsten|OVO000067|actief
DVR000002373|False|Subsidie voor sensibiliserende initiatieven van de Vlaamse Gebarentaal|OVO000067|actief
DVR000002374|False|Subsidies voor leesbevordering|OVO000174|actief
DVR000002375|False|Subsidie voor verenigingen met een specifieke opdracht voor de cultuur-, jeugdwerk- en sportsector|OVO000067|actief
DVR000002376|False|Subsidie voor verenigingen voor culturele en sportieve participatie van gedetineerden|OVO000067|actief
DVR000002377|False|Erkenning en subsidiëring van organisaties voor sociaal-cultureel volwassenenwerk|OVO000067|actief
DVR000002378|False|Omgevingsvergunning voor stedenbouwkundige handelingen|OVO003323|actief
DVR000002379|False|Erkenning van een fietsvriendelijk logies|OVO000034|actief
DVR000002380|False|Betalingsrechten voor de landbouw|OVO000082|actief
DVR000002381|False|Erkenning als MER-deskundige|OVO003323|actief
DVR000002382|False|Kennisgeving voor uitzending door een televisie-omroep|OVO000071|actief
DVR000002383|False|Attesten voor jeugdwerkers|OVO000067|actief
DVR000002384|False|Vermindering van de onroerende voorheffing voor kinderbijslaggerechtigde kinderen|OVO000031|actief
DVR000002385|False|Vermindering van de onroerende voorheffing voor bescheiden woning|OVO000031|actief
DVR000002386|False|Subsidie voor stages bij internationale organisaties|OVO000032|actief
DVR000002387|False|Subsidie voor experimenteel jeugdwerk|OVO000067|actief
DVR000002388|False|Kampeertenten lenen|OVO000067|actief
DVR000002389|False|Subsidies voor internationaal ondernemen|OVO000035|actief
DVR000002390|False|Exportmeter|OVO000035|actief
DVR000002391|False|Leerlingenkaart|OVO008590|actief
DVR000002392|False|Subsidies voor de bouw en renovatie van scholen|OVO000053|actief
DVR000002393|False|Een vrijstelling aanvragen in het hoger onderwijs of toegang krijgen tot het hoger onderwijs via eerdere studies of werkervaring|OVO000049|actief
DVR000002394|False|Sloopinventaris afvalstoffen|OVO000091|actief
DVR000002395|False|Aansluiten bij de Vlaamse Sociale Bescherming|OVO000120|actief
DVR000002396|False|Minimale levering van elektriciteit en aardgas voor wie een budgetmeter heeft|OVO000090|actief
DVR000002397|False|Verplicht onderhoud van uw cv-installatie (centrale verwarming)|OVO003323|actief
DVR000002398|False|EPC Bouw|OVO000090|actief
DVR000002399|False|Medaille voor sociaal-culturele inzet|OVO000067|actief
DVR000002400|False|Controle en onderhoud van de stookolietank van een woning|OVO003323|actief
DVR000002401|False|Proportionele vermindering van de onroerende voorheffing|OVO000031|actief
DVR000002402|False|Verkooprechten (Registratiebelastingen)|OVO000031|actief
