Id|ExportNaarOrafin|Naam|VerantwoordelijkeAutoriteitCode|ipdc-ID-link
DVR000002630|False|Melden van verwaarloosde of mishandelde dieren|OVO003323|974
DVR000002631|False|Hondenpaspoort en registratiebewijs voor een hond|OVO003323|975
DVR000002632|False|Vergunning voor het plaatsen van een strandcabine||976
DVR000002633|False|Advies over brandpreventie in uw woning|OVO008237|984
DVR000002634|False|Gratis internet in de bibliotheek||989
DVR000002635|False|Aangifte van een verhuis naar het buitenland||991
DVR000002636|False|Aanvraag van een stage||992
DVR000002637|False|Huren van een parkeerplaats op een binnenkoer||993
DVR000002638|False|Gratis optreden op uw buurtfeest||994
DVR000002639|False|Subsidie voor het organiseren van een buurtfeest||995
DVR000002640|False|Projectsubsidie voor een duurzaam artistiek initiatief||996
DVR000002641|False|Projectsubsidie voor jongeren||997
DVR000002642|False|Aanvraag voor het plaatsen van een tijdelijke fietsenstalling||999
DVR000002643|False|Aanvraag voor het plaatsen van een permanente fietsenstalling||1000
DVR000002644|False|Fietsregistratie op een evenement||1003
DVR000002645|False|Belasting op vaste reclame zichtbaar van op de openbare weg||1015
DVR000002646|False|Beerputten ruimen||1026
DVR000002647|False|Premie voor klein comfort in uw woning||1029
DVR000002648|False|Aankopen van kippen||1035
DVR000002649|False|Belasting op het aansluiten op de openbare riolering||1037
DVR000002650|False|Beveiligingsadvies van woningen||1069
DVR000002651|False|Subsidie voor preventieprojecten in scholen||1070
DVR000002652|False|Labelen van fietsen||1071
DVR000002653|False|Premie voor de aanleg van een voetpad op het openbaar domein||1080
DVR000002654|False|Premie voor een rookmelder||1096
DVR000002655|False|Premie voor binneninrichting van winkels||1106
DVR000002656|False|Gevelrenovatiepremie||1108
DVR000002657|False|Huisnummer||1116
DVR000002658|False|Subsidie voor het organiseren van lokale economische initiatieven||1120
DVR000002659|False|Vergunning voor het laden en lossen||1122
DVR000002660|False|Belasting op het geven van een filmvoorstelling||1125
DVR000002661|False|Belasting op het verstrekken van logies||1127
DVR000002662|False|Huisnummerplaatje||1128
DVR000002663|False|Stage- en leerwerkplaatsen bij de Vlaamse overheid|OVO001833|1129
DVR000002664|False|Een diploma secundair onderwijs behalen|OVO000049|1131
DVR000002665|False|Een getuigschrift basisonderwijs behalen|OVO000049|1132
DVR000002666|False|Energielening|OVO000090|1134
DVR000002667|False|Belastingvermindering voor de enige en eigen woning (woonbonus)|OVO000029|1135
DVR000002668|False|Vergunning beenhouwer-spekslager|OVO000039|1139
DVR000002669|False|Machtiging tot het uitoefenen van kermisactiviteiten|OVO000039|1140
DVR000002670|False|Gratis IE-scan|OVO000039|1141
DVR000002671|False|Advies voor ondernemers over aangewezen financieringsmix - Finmix|OVO000039|1142
DVR000002672|False|Trajectbegeleiding innovatieve start-ups en scale-ups|OVO000039|1143
DVR000002673|False|Ongeschikt of onbewoonbaar verklaren van een woning|OVO000106|1151
DVR000002674|False|Inclusief Onderwijs (ION-begeleiding)||1212
DVR000002675|False|Werkloosheidsuitkering|OVO025169|1213
DVR000002676|False|Toeslag bij de kinderbijslag voor eenoudergezinnen|OVO003903|1214
DVR000002677|False|Toeslag op de kinderbijslag voor kinderen met een handicap|OVO003903|1215
DVR000002678|False|Inschakelingsuitkering voor werkzoekende schoolverlaters|OVO025169|1216
DVR000002679|False|Stemmen met een volmacht|OVO008237|1217
DVR000002680|False|Ouderschapsverlof|OVO025169|1225
DVR000002681|False|Auteursrecht|OVO004539|1227
DVR000002682|False|Examens ondernemersvaardigheden bij de Centrale Examencommissie|OVO000039|1228
DVR000002683|False|Octrooi of patent|OVO004539|1232
DVR000002684|False|Vermindering erfbelasting bij overdracht van familiale ondernemingen en vennootschappen|OVO000031|1234
DVR000002685|False|Erasmus voor jonge ondernemers|OVO004097|1238
DVR000002686|False|Vrijstelling van schenkbelasting voor de overdracht van familiale ondernemingen en vennootschappen|OVO000031|1239
DVR000002687|False|Vrijstelling van erfbelasting voor de wettelijke terugkeer van schenkingen|OVO000031|1240
DVR000002688|False|Stedenbouwkundig uittreksel|OVO003323|1241
DVR000002689|False|Bijstand van een tolk voor dove of slechthorende werknemers, zelfstandigen en werkzoekenden met een arbeidshandicap|OVO000078|1246
DVR000002690|False|Tegemoetkoming voor arbeidsgereedschap, -kleding en arbeidspostaanpassingen|OVO000078|1247
DVR000002691|False|Belastingvermindering voor beveiligen van woningen||1253
DVR000002692|False|Cambio-voordeel bij jaarbonnement van De Lijn|OVO027423|1312
DVR000002693|False|Melden van gezondheidsproblemen bij honden na aankoop|OVO003323|1325
DVR000002694|False|Vrijstelling van de belasting op inverkeerstelling (BIV) en de verkeersbelasting (VKB) voor personen met een handicap|OVO000031|1327
DVR000002695|False|Erkenning voor het houden van een zoogdier dat niet op de positieve lijst staat|OVO003323|1336
DVR000002696|False|Vrijstelling van bepaalde werkloosheidsverplichtingen bij volgen van opleiding die voorbereidt op zelfstandig beroep|OVO025169|1337
DVR000002697|False|Vergunning voor een collecte|OVO008237|1338
DVR000002698|False|Toelating tot crematie|OVO001835|1339
DVR000002699|False|Kinderopvangtoeslag voor alleenstaande werkzoekenden die weer aan de slag gaan|OVO025169|1343
DVR000002700|False|Kmo-cofinanciering|OVO000044|1346
DVR000002701|False|Ecocheques|OVO004018|1347
DVR000002702|False|Taxshelter voor startende ondernemingen|OVO005190|1348
DVR000002703|False|Krediet voor onderzoekers voor een lang verblijf in het buitenland|OVO000042|1350
DVR000002704|False|Krediet voor onderzoekers voor deelname aan een workshop of een cursus in het buitenland|OVO000042|1351
DVR000002705|False|Krediet voor een kort verblijf in het buitenland|OVO000042|1352
DVR000002706|False|Krediet voor deelname van onderzoekers aan congres in buitenland|OVO000042|1353
DVR000002707|False|Verplichte energieaudit voor grote ondernemingen|OVO000090|1354
DVR000002708|False|Erkenning als toeristisch centrum|OVO004018|1361
DVR000002709|False|Startbonus|OVO000076|1362
DVR000002710|False|Federale uitkering voor tijdskrediet|OVO025169|1366
DVR000002711|False|Federale uitkering voor ouderschapsverlof, verlof voor medische bijstand of palliatief verlof|OVO025169|1368
DVR000002712|False|Innovatiepremie voor creatieve werknemers|OVO004539|1369
DVR000002713|False|Korting op treinticket voor werkzoekenden die op sollicitatiegesprek gaan|OVO000078|1371
DVR000002714|False|Melding van tijdelijke afwezigheid|OVO008237|1373
DVR000002715|False|Premie voor een hakselaar||1374
DVR000002716|False|Vaste standplaats op de wekelijkse markt|OVO004539|1376
DVR000002717|False|Niet-productieve investeringssteun land- en tuinbouwers|OVO000082|1377
DVR000002718|False|Vergoedingen van netbeheerders bij laattijdige (her)aansluiting en stroomonderbreking|OVO000093|1378
DVR000002719|False|Premie voor een nieuw zero-emissie-voertuig|OVO000090|1379
DVR000002720|False|Vestigingsvergunning voor een nachtwinkel|OVO004539|1380
DVR000002721|False|Aangifte afwijking op de wekelijkse rustdag|OVO004539|1381
DVR000002722|False|Vergunning voor tijdelijke bewegwijzering van een manifestatie||1382
DVR000002723|False|Permanente bewegwijzering van een onderneming||1383
DVR000002724|False|Rattenvergif||1384
DVR000002725|False|Antireclamesticker||1386
DVR000002726|False|Sociaal tarief voor water|OVO000092|1387
DVR000002727|False|Aanvraag tijdelijk parkeerverbod||1388
DVR000002728|False|Aanpassingen aan het openbaar domein||1389
DVR000002729|False|Inname openbaar domein||1390
DVR000002730|False|Belasting op economische bedrijvigheid||1392
DVR000002731|False|Activeringsheffing op onbebouwde gronden||1393
DVR000002732|False|Gedeeld verblijf|OVO008237|1394
DVR000002733|False|Premie voor de installateur die een roetfilter plaatst|OVO003323|1395
DVR000002734|False|Aanvraag van de vrijstelling van de kilometerheffing in Vlaanderen|OVO000031|1396
DVR000002735|False|Kilometerheffing voor vrachtwagens|OVO002333|1397
DVR000002736|False|Premie van de netbeheerder voor na-isolatie van een buitenmuur langs de binnenzijde|OVO000090|1398
DVR000002737|False|Premie voor het plaatsen van een infiltratievoorziening||1402
DVR000002738|False|Aankoop van een compostbak of compostvat||1403
DVR000002739|False|Inleveren PMD afval||1404
DVR000002740|False|Inleveren papier en karton||1405
DVR000002741|False|Snoeihout verhakselen||1406
DVR000002742|False|Inleveren snoeihout||1407
DVR000002743|False|Inleveren kerstboom||1408
DVR000002744|False|Composteerbare zakken||1409
DVR000002745|False|Belasting op het huis-aan-huis verspreiden van ongeadresseerd reclamedrukwerk||1410
DVR000002746|False|Omgevingsvergunning|OVO003323|1411
DVR000002747|False|Vrijstelling van doorstorting van bedrijfsvoorheffing bij investering in steunzones|OVO005190|1412
DVR000002748|False|Machtiging voor standplaats op kermis|OVO000039|1413
DVR000002749|False|Eretitel voor uitvoerende mandatarissen en raadsleden|OVO001835|1414
DVR000002750|False|Ereteken voor lokale en provinciale mandatarissen en personeel|OVO001835|1416
DVR000002751|False|Subsidie teelt van vezelvlas met verminderde bemesting|OVO000082|1419
DVR000002752|False|Subsidie teelt van vezelhennep met verminderde bemesting|OVO000082|1420
DVR000002753|False|Tegemoetkoming in de kosten woon-werkverkeer voor personen met een handicap|OVO000078|1423
DVR000002754|False|Verplaatsingsvergoeding voor werkzoekenden die een erkende opleiding volgen|OVO000078|1424
DVR000002755|False|Verblijfsvergoeding bij opleiding VDAB|OVO001835|1426
DVR000002756|False|Vermindering van de onroerende voorheffing voor ingrijpende energetische renovatie|OVO000031|1427
DVR000002757|False|Toegang tot de LEZ in Antwerpen||1428
DVR000002758|False|Burenpremie voor collectieve renovatieprojecten|OVO000090|1431
DVR000002759|False|Totaalrenovatiebonus van de netbeheerder (BENO-pass)|OVO000090|1432
DVR000002760|False|Bevolkingsonderzoek dikkedarmkanker|OVO000059|1433
DVR000002761|False|Bevolkingsonderzoek baarmoederhalskanker|OVO000059|1434
DVR000002762|False|Professionele erkenning van een buitenlands lerarendiploma in Vlaanderen|OVO000050|1435
DVR000002763|False|Instaptoets lerarenopleiding|OVO000158|1437
DVR000002764|False|Beroepsinlevingsstage (BIS)|OVO000078|1438
DVR000002765|False|Aanmelding en erkenning van een toeristisch logies|OVO000034|1439
DVR000002766|False|Toegang tot de LEZ in Brussel||1441
DVR000002767|False|Persoonlijk assistentiebudget voor personen met een handicap (PAB)|OVO000060|1446
DVR000002768|False|Rechtstreeks toegankelijke hulp (RTH) voor personen met een handicap|OVO000060|1447
DVR000002769|False|BE-Alert waarschuwingssysteem bij noodsituaties|OVO008237|1449
DVR000002770|False|Uw handicap laten erkennen en hulp aanvragen bij het VAPH|OVO000060|1422
DVR000002771|False|Bijkomende sluitingspremie|OVO000039|1451
DVR000002772|False|Afzonderlijke sluitingspremie|OVO000039|1452
DVR000002773|False|Sportmateriaal lenen|OVO000070|1453
DVR000002774|False|Bekers en medailles aanvragen voor een sportevenement|OVO000070|1454
DVR000002775|False|Een jachtplan bekijken of aanpassen|OVO000089|1455
DVR000002776|False|Ondersteuning voor leerlingen met specifieke onderwijsbehoeften|OVO000049|1456
DVR000002777|False|Herbruikbare bekers ontlenen||1457
DVR000002778|False|Niet-dringende interventies van de brandweer bij extreem weer|OVO008237|1458
DVR000002779|False|Erkenning als EPB-verslaggever|OVO000090|1459
DVR000002780|False|Vrijstelling van de jaarlijkse verkeersbelasting en de BIV voor milieuvriendelijke voertuigen|OVO000031|1460
DVR000002781|False|Gelijkwaardigheidserkenning van een buitenlands diploma of getuigschrift in Vlaanderen|OVO001951|1461
DVR000002782|False|Verlaagde schenkbelasting voor een energetische renovatie van een gebouw|OVO000031|1462
DVR000002783|False|Bewegen op verwijzing|OVO027400|1463
DVR000002784|False|City Pass|OVO000100|1464
DVR000002785|False|Voorleessoftware voor leerlingen met een leesbeperking|OVO000049|1465
DVR000002786|False|Europese handicapkaart of European Disability Card (EDC)|OVO004097|1466
DVR000002787|False|Passende beoordeling|OVO000089|1470
DVR000002788|False|Gratis verzekering voor vrijwilligers|OVO000067/ OVO000056|1471
DVR000002789|False|Aanpassing van de geslachtsregistratie|OVO003988|1472
DVR000002790|False|Het Groeipakket|OVO008643|1473
DVR000002791|False|De voortoets|OVO000089|1474
DVR000002792|False|Erkenning als airco-energiedeskundige|OVO003323|1475
DVR000002793|False|Jaarlijkse aangifte van waterverbruik (grootverbruikers)|OVO000092|1476
DVR000002794|False|Energetische keuring van airconditioningsystemen|OVO003323|1477
DVR000002795|False|Rookstopbegeleiding|OVO000059|1478
DVR000002796|False|Ventilatiesysteem aanmelden voor de totaalrenovatiebonus (BENO-pass)|OVO000090|1479
DVR000002797|False|CurieuzeNeuzen Vlaanderen (onderzoek luchtkwaliteit)|OVO000092|1480
DVR000002798|False|Erkenning als technicus voor klimaatregelingsapparatuur in bepaalde motorvoertuigen|OVO003323|1481
DVR000002799|False|Wijk-werken|OVO000078|1482
DVR000002800|False|Attest van wettelijke samenwoning|OVO008237|1483
DVR000002801|False|Vergoeding voor schade door slechte staat van de weg of door wegenwerken|OVO000098|1484
DVR000002802|False|Attest van verblijfplaats met het oog op een huwelijk|OVO024762|1485
DVR000002803|False|Overheidsopdrachten voor werken|OVO027501|1487
DVR000002804|False|Overheidsopdrachten voor leveringen|OVO027501|1488
DVR000002805|False|Overheidsopdrachten voor diensten|OVO027501|1489
DVR000002806|False|Attest van wijze van teraardebestelling en/of rituelen|OVO001835|1490
DVR000002807|False|Attest van Belgische kiezer|OVO008237|1491
DVR000002808|False|Akte van prenatale erkenning|OVO003988|1492
DVR000002809|False|Akte van erkenning|OVO003988|1493
DVR000002810|False|Opleidingsdatabank opleidingsverlof WSE|OVO000076|1494
DVR000002811|False|Uittreksel uit het bevolkingsregister|OVO008237|1495
DVR000002812|False|Akte van adoptie||1496
DVR000002813|False|Akte van verklaring van naamskeuze|OVO003988|1497
DVR000002814|False|Akte van naamsverandering|OVO003988|1498
DVR000002815|False|Akte van voornaamsverandering|OVO003988|1499
DVR000002816|False|Akte van aanpassing van de registratie van het geslacht|OVO003988|1500
DVR000002817|False|Akte van betwisting vaderschap|OVO003988|1501
DVR000002818|False|Akte van Belgische nationaliteit|OVO003988|1502
DVR000002819|False|Akte van een levenloos kind|OVO003988|1503
DVR000002820|False|Vakantie voor oudere werknemers die het werk hervatten - seniorvakantie|OVO025169|1505
DVR000002821|False|Kinderbijslag tot 18 jaar|OVO003903|1506
DVR000002822|False|Reisdocument voor staatlozen, vluchtelingen en vreemdelingen|OVO024762|1507
DVR000002823|False|Jaarlijkse verkeersbelasting voor oldtimers|OVO000031|1508
DVR000002824|False|Verkooprecht sinds 1 juni 2018|OVO000031|1509
DVR000002825|False|Erkenning als metaaldetectorist|OVO000104|1511
DVR000002826|False|Erkenning als archeoloog|OVO000104|1512
DVR000002827|False|Ontheffing van het ontbossingsverbod|OVO000089|1513
DVR000002828|False|Vakantieschakel|OVO000034|1514
DVR000002829|False|Belasting op de inverkeerstelling (BIV) voor oldtimers|OVO000031|1515
DVR000002830|False|Onbelast bijverdienen|OVO015466|1516
DVR000002831|False|Toeslag op de kinderbijslag voor langdurig zieken en arbeidsongeschikten|OVO003903|1517
DVR000002832|False|Mobiliteitsvergoeding (cash for car)|OVO005190|1518
DVR000002833|False|Mobiliteitsbudget|OVO005190|1519
DVR000002834|False|Praktisch jachtexamen|OVO000089|1520
DVR000002835|False|Theoretisch jachtexamen|OVO000089|1521
DVR000002836|False|Subsidie voor een volkstuin 2018|OVO000094|1522
DVR000002837|False|Generieke terugmelding|OVO002949|1524
DVR000002838|False|Kadastraal uittreksel|OVO005190|1525
DVR000002839|False|De sociale toeslag (Groeipakket)|OVO008643|1526
DVR000002840|False|De zorgtoeslagen (groeipakket)|OVO008643|1527
DVR000002841|False|De kinderopvangtoeslag (Groeipakket)|OVO008643|1528
DVR000002842|False|De kleutertoeslag (Groeipakket)|OVO008643|1529
DVR000002843|False|De schooltoeslag vanaf schooljaar 2019-2020 (Groeipakket)|OVO008643|1530
DVR000002844|False|Startbedrag (Groeipakket)|OVO008643|1531
DVR000002845|False|Basisbedrag (Groeipakket)|OVO008643|1532
DVR000002846|False|Schoolbonus (Groeipakket)|OVO008643|1533
DVR000002847|False|Veranderen van voornaam||1534
DVR000002848|False|Student-zelfstandige|OVO027187|1535
DVR000002849|False|Maaltijdcheques|OVO004018|1536
DVR000002850|False|Bewijs van beroepsbekwaamheid voor gereglementeerde beroepen|OVO000039|1537
DVR000002851|False|MuseumPASSmusées||1538
DVR000002852|False|Mijn Burgerprofiel|OVO002949|1541
DVR000002853|False|Vrijstelling doorstorting bedrijfsvoorheffing voor onderzoekers|OVO005190|1542
DVR000002854|False|Erkenning van technici voor elektrische schakelinrichtingen|OVO003323|1543
DVR000002856|False|Schadevergoeding van het Vlaams Rampenfonds|OVO001827|1547
DVR000002857|False|Pleegzorgtoeslag (Groeipakket)|OVO008643|1548
DVR000002858|False|Wezentoeslag (Groeipakket)|OVO008643|1549
DVR000002859|False|Aanloopsteun voor de ontwikkeling van kleine landbouwbedrijven|OVO000082|1550
DVR000002860|False|Huurwaarborglening van het Vlaams Woningfonds|OVO001729|1551
DVR000002861|False|Premie van de netbeheerder voor een warmtepompboiler|OVO000090|1552
DVR000002862|False|Vrijstelling van de onroerende voorheffing na verbouwing van een handelspand|OVO000031|1553
DVR000002863|False|Vrijstelling van de onroerende voorheffing na sloop en vervanging van een ongeschikte of onbewoonbare woning|OVO000031|1554
DVR000002864|False|Vrijstelling van de onroerende voorheffing na sloop en vervanging van een leegstaande of verwaarloosde bedrijfsruimte|OVO000031|1555
DVR000002865|False|Gedeeltelijke vrijstelling van de onroerende voorheffing na verbouwing van een handelspand in een kernwinkelgebied|OVO000031|1556
DVR000002866|False|Vrijstelling van de onroerende voorheffing na verbouwing van een handelspand in een winkelarm gebied|OVO000031|1557
DVR000002867|False|Sloop- en heropbouwpremie|OVO000090|1558
DVR000002868|False|Toelating om in een maatwerkplaats te werken|OVO000078|1559
DVR000002869|False|Subsidie voor ontwikkelingssamenwerking||12
DVR000002870|False|Juridische hulp||38
DVR000002871|False|Tijdelijke opvang in een centrum voor kortverblijf||82
DVR000002872|False|Naschoolse sportactiviteit||85
DVR000002873|False|Gemeentelijke subsidie voor jeugdprojecten||103
DVR000002874|False|Werkingssubsidie voor sociaal-culturele verenigingen||126
DVR000002875|False|Ondersteuning via opvoedingswinkels|OVO027538|215
DVR000002876|False|Loopbaanbegeleiding|OVO000078|219
DVR000002877|False|Subsidies voor projecten in de cultureel-erfgoedsector|OVO000067|258
DVR000002878|False|Erkenning als natuurreservaat|OVO000089|347
DVR000002879|False|Erkenning en subsidiëring van de dagcentra voor palliatieve zorg|OVO000059|413
DVR000002880|False|Erkenning en subsidiëring van de dagverzorgingscentra voor ouderen|OVO000059|442
DVR000002881|False|Erkenning en subsidiëring van de centra voor kortverblijf voor ouderen|OVO000059|450
DVR000002882|False|Erkenning en subsidiëring van de sector samenlevingsopbouw|OVO000056|456
DVR000002883|False|Erkenning en subsidiëring van de samenwerkingsinitiatieven eerstelijnsgezondheidszorg (SEL)|OVO000059|467
DVR000002884|False|Subsidies voor internationale topsportevenementen|OVO000070|514
DVR000002885|False|Erkenning en subsidiëring van Toerisme voor Allen-verblijven|OVO000034|575
DVR000002886|False|Erkenning en subsidiëring van de woonzorgcentra en rust- en verzorgingstehuizen.|OVO000059|592
DVR000002887|False|Erkenning en subsidiëring van serviceflats voor ouderen|OVO000059|594
DVR000002888|False|Subsidie voor circuskunsten|OVO000067|610
DVR000002889|False|Vlaamse aanpassingspremie|OVO000106|676
DVR000002890|False|Subsidies voor een jeugdverblijfcentrum en hostel|OVO000067|704
DVR000002891|False|Gezinszorg||905
DVR000002892|False|Onderhoudspremie en beheerspremie voor varend erfgoed|OVO000104|932
DVR000002893|False|Woonkrediet van het Vlaams Woningfonds|OVO001729|935
DVR000002894|False|Outplacement voor werknemers|OVO025169|960
DVR000002895|False|Schadevergoeding bij een landbouwramp|OVO000082|966
DVR000002896|False|Stagebonus|OVO000076|1364
DVR000002897|False|Vlaamse doelgroepvermindering voor jongeren|OVO000076|1417
DVR000002898|False|Vlaamse doelgroepvermindering voor oudere werknemers|OVO000076|1418
DVR000002899|False|Erfgoedpremie beschermde monumenten en landschappen - bijzondere procedure|OVO000104|1544
DVR000002900|False|Subsidie voor een diversiteitsplan|OVO000076|229
DVR000002901|False|Subsidie aan havenbedrijven voor bepaalde havenkapiteinsdiensten|OVO000096|237
DVR000002902|False|Start- en investeringssteun visserij- en aquacultuursector|OVO000082|240
DVR000002903|False|De Lijn - Buzzy Pazz of Omnipas bij inleveren nummerplaat|OVO000100|244
DVR000002904|False|Vlaams innovatienetwerk (VIN)|OVO000039|271
DVR000002905|False|KidsInvest|OVO000044|278
DVR000002906|False|Projectgebonden subsidies of medefinanciering aan havenbedrijven|OVO000096|286
DVR000002907|False|Medefinanciering instandhouding en onderhoud maritieme toegangswegen|OVO000096|287
DVR000002908|False|Kwaliteitsmerk voor autosnelwegparkings in Vlaanderen|OVO000096|291
DVR000002909|False|Seed & Early Stage|OVO000044|315
DVR000002910|False|Archief - Voordelige lening voor innoverende onderneming (Innovatiemezzanine)|OVO000039|319
DVR000002911|False|Erkenning classificeerders voor de indeling van geslachte runderen|OVO000082|369
DVR000002912|False|Erkenning classificeerders voor de indeling van geslachte varkens|OVO000082|370
DVR000002913|False|Archief - Erkenning toezichthouders op de indeling van geslachte runderen en varkens|OVO000082|371
DVR000002914|False|Erkenning gespecialiseerd pluimveebedrijf|OVO000082|374
DVR000002915|False|Kwaliteitscontrole en herkomstcontrole bosbouwkundig teeltmateriaal|OVO000082|376
DVR000002916|False|Kwaliteitscontrole en certificering aardappelpootgoed|OVO000082|377
DVR000002917|False|Subsidie schoolmelk|OVO000082|383
DVR000002918|False|Erkenning operator van aardappelpootgoed|OVO000082|388
DVR000002919|False|Erkenning leverancier van bosbouwkundig teeltmateriaal|OVO000082|389
DVR000002920|False|Erkenning loontrieerder van zaaizaden|OVO000082|390
DVR000002921|False|Erkenning operator actief in de sector zaaizaad (productie en handel)|OVO000082|391
DVR000002922|False|Erkenning operator van teeltmateriaal fruit-, groente- en siergewassen|OVO000082|393
DVR000002923|False|Kwaliteitscontrole en certificering fruitgewassen|OVO000082|394
DVR000002924|False|Kwaliteitscontrole en certificering zaaizaden|OVO000082|395
DVR000002925|False|Kwaliteitscontrole groentegewassen|OVO000082|396
DVR000002926|False|Kwaliteitscontrole siergewassen|OVO000082|397
DVR000002927|False|Erkenning hopbereider|OVO000082|400
DVR000002928|False|Kwaliteitscontrole en certificering hop|OVO000082|401
DVR000002929|False|Erkenning fokkersverenigingen - Bijhouden rasstamboeken|OVO000082|533
DVR000002930|False|Erkenning fokkersverenigingen - bijhouden registers hybride dieren|OVO000082|534
DVR000002931|False|Zoötechnische erkenning centra voor sperma, eicellen of embryo|OVO000082|535
DVR000002932|False|Erkenning keuringsinstelling koeltechnische bedrijven en examencentra|OVO003323|545
DVR000002933|False|Aanmelden nieuw ras van landbouw- of groentegewassen|OVO000082|556
DVR000002934|False|Erkenning en subsidiëring voorzieningen opvang van kinderen met een handicap|OVO000060|587
DVR000002935|False|Erkenning en subsidiëring ambulante begeleidingsdiensten gehandicapten|OVO000060|588
DVR000002936|False|Persoonlijke-assistentiebudget voor personen met een handicap|OVO000060|589
DVR000002937|False|Tegemoetkoming voor hulpmiddelen voor personen met een handicap|OVO000060|595
DVR000002938|False|Archief - Aanmelden en vergunnen van een toeristisch logies|OVO000032|596
DVR000002939|False|Subsidie originele en innoverende stadsprojecten|OVO001835|605
DVR000002940|False|Tegemoetkoming voor bijzonder cultuuraanbod Podium|OVO000067|608
DVR000002941|False|Opname in het aanbod Podium|OVO000067|609
DVR000002942|False|Attest hinder openbare werken||738
DVR000002943|False|Inkomensgarantie voor ouderen|OVO024764|833
DVR000002944|False|Kinderbijslag van 18 tot 25 jaar|OVO003903|839
DVR000002945|False|Gewaarborgd kraamgeld|OVO003903|840
DVR000002946|False|Gewaarborgde gezinsbijslag|OVO003903|841
DVR000002948|False|Toeslag bij de kinderbijslag voor langdurig werklozen en gepensioneerden|OVO003903|844
DVR000002949|False|Wezenbijslag|OVO003903|847
DVR000002950|False|Initio, een voordelige lening voor zelfstandigen en kleine ondernemingen|OVO000044|1144
DVR000002951|False|Toeslag bij de kinderbijslag voor eenoudergezinnen|OVO003903|1214
DVR000002952|False|Toeslag op de kinderbijslag voor kinderen met een handicap|OVO003903|1215
DVR000002953|False|Loopbaanonderbreking in de openbare sector|OVO025169|1224
DVR000002954|False|Steun voor een portfolio van haalbaarheidsstudies voor bedrijven|OVO000039|1231
DVR000002955|False|Vrijstelling schenkingsrechten voor overdracht familiale ondernemingen en vennootschappen|OVO000031|1235
DVR000002956|False|Vermindering erfbelasting voor overdracht familiale ondernemingen en vennootschappen|OVO000031|1237
DVR000002957|False|Verslag voor toegang tot het buitengewoon onderwijs|OVO000050|1263
DVR000002958|False|Belastingvermindering voor verhuurders die renoveren en hun woningen verhuren aan sociaal verhuurkantoor.|OVO005190|1265
DVR000002959|False|Uw handicap laten erkennen en hulp aanvragen bij het VAPH|OVO000060|1422
DVR000002960|False|Young in BXL - subsidie voor Straatburgerschap|OVO001835|1425
DVR000002961|False|Europese gehandicaptenkaart|OVO004097|1443
DVR000002962|False|Subsidie voor het correct afstellen van verwarmingsinstallaties op school|OVO000053|1444
DVR000002963|False|Het Persoonsvolgend budget voor personen met een handicap (PVB)|OVO000060|1445
DVR000002964|False|Tegemoetkoming voor hulpmiddelen voor personen met een handicap|OVO000060|595
DVR000002965|False|Kinderbijslag tot 18 jaar|OVO003903|1506
DVR000002966|False|Toeslag op de kinderbijslag voor langdurig zieken en arbeidsongeschikten|OVO003903|1517
DVR000003028|False|Vlaams opleidingsverlof|OVO000076|1564
